"","country_region_code","country_region","sub_region_1","sub_region_2","date.x","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","Movement","Date","Country","Province","DateLockDown","Type","Reference","Lock","Date_1confirmed","Date_1death","TotalCases","TotalDeaths","Google","DaysDuration","DaysLockDownStart","Days_LockDown_1case","Days_LockDown_1death","Democracy","Democraticness","Civil","Opression","Wave","Temperature","TemperatureBfr","TemperatureAftr","TemperatureDif","Humidity","HumidityBfr","HumidityAftr","HumidityDif","Country.Code.x","Indicator_GDP","GDP_pc","Indicator_unemployment","Unemployment","Indicator.Name.Communicable","Death_disease","Indicator.Name.Population1564","Age_1564","Indicator.Name.65up","Age_65up","log_GDP_pc","ï..Country.Name","Indicator.Name","Hospital_b1000","ElectionYear","ElectionWin","Country.Code.y","Country.Code","ROL","isocode","patience","risktaking","posrecip","negrecip","altruism","trust","Region","Population","Area_sq_mi","Pop_Density_sq_mi","Coastline","Net_migration","Infant_mortality_per_1000_births","GDP_pc_2","Literacy","Phones_per_1000","Arable","Crops","Other","Climate","Birthrate","Deathrate","Agriculture","Industry","Service","polity2","date.y","PDI","IDV","MAS","UAI","LTO","X","COL","Entity","Entity2","TL","Median_Age","Population.density","GDP.capita","Government.efficiency","CaseLog","Gini","Underreporting","Authoritarian","Continent","Days","X.Intercept.","log_day","Ztests_per_mil","TL_c","TL_l","TL_h","TL_2","Government.efficiency_c","Government.efficiency_l","Government.efficiency_h","Government.efficiency_2","ZGDP.capita","ZGini","ZMedian_Age","ZUnderreporting","Zlog_PopDensity","Authoritarianism","Europe","Africa","Asia","SouthA","NorthA","Mortality.Likelihood","Total_Cases","Total_Deaths","Death_pc","Confirmed_pc","Log_Death_pc","Google_pc","Log_Google_pc"
"170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liberia","",NA,"None","","No",2020-03-17,2020-04-05,141,16,0,0,NA,12,-7,NA,NA,NA,NA,NA,30.2622950819672,30.4375,30.0689655172414,-0.368534482758619,79.9016393442623,79.15625,80.7241379310345,1.56788793103448,"LBR","GDP per capita, PPP (constant 2011 international $)",1161.177916,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.813999891,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",58.5,"Population ages 15-64 (% of total population)",55.62158161,"Population ages 65 and above (% of total population)",3.2534318,7.05719021371265,"Liberia","Hospital beds (per 1,000 people)",NA,2017,43.93,95,"LBR",-0.9890524,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",3042004,111370,27.3,0.52,0,128.87,1000,57.5,2.3,3.95,2.28,93.77,2,44.77,23.1,0.769,0.054,0.177,7,"13/05/2013",NA,NA,NA,NA,NA,NA,NA,"Liberia","Liberia",NA,NA,45,703.826,3.904567143,NA,NA,NA,NA,"Africa",19,-1.523352548,0.471104919,NA,NA,NA,NA,NA,0.271212948,1.066922784,-0.524496888,0.073556463,-0.752386436,NA,NA,NA,-0.432332307,0,0,1,0,0,0,0.230769231,13,3,5.25969065129434e-06,4.63510238645314e-05,-12.1554383444851,0,NA
"171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madagascar","",2020-03-17,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Madagascar","Yes",2020-03-21,NA,128,0,NA,12,55,8,NA,NA,NA,NA,NA,NA,24.3770491803279,23.96875,24.8275862068966,0.858836206896552,83.8196721311475,83.3125,84.3793103448276,1.06681034482759,"MDG","GDP per capita, PPP (constant 2011 international $)",1678.213529,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.758000016,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",46.2,"Population ages 15-64 (% of total population)",56.34513228,"Population ages 65 and above (% of total population)",2.986717126,7.42548513101711,"Madagascar","Hospital beds (per 1,000 people)",NA,2017,15.85,105,"MDG",-0.8139714,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",18595469,587040,31.7,0.82,0,76.83,800,68.9,3.6,5.07,1.03,93.91,2,41.41,11.11,0.276,0.165,0.559,6,"30/04/2011",NA,NA,NA,NA,NA,NA,NA,"Madagascar","Madagascar",NA,NA,47,463.869,2.762166851,NA,NA,NA,NA,"Africa",15,-2.747006052,1.308880316,NA,NA,NA,NA,NA,-0.871187344,-0.075477508,-1.66689718,0.758967388,-0.764087915,NA,NA,NA,-0.404171092,0,0,1,0,0,0,0,72,0,0,6.88339724047831e-06,NA,NA,NA
"172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maldives","",2020-03-11,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_Maldives","Yes",2020-03-08,NA,245,0,0,18,49,21,NA,NA,NA,NA,NA,NA,28.2950819672131,28,28.6206896551724,0.620689655172413,74.9672131147541,77,72.7241379310345,-4.27586206896552,"MDV","GDP per capita, PPP (constant 2011 international $)",13582.90347,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.138000011,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",8,"Population ages 15-64 (% of total population)",76.14873879,"Population ages 65 and above (% of total population)",3.703344606,9.51656718311977,"Maldives","Hospital beds (per 1,000 people)",NA,2017,29.4,106,"MDV",-0.5495973,NA,NA,NA,NA,NA,NA,NA,"ASIA (EX. NEAR EAST)         ",359008,300,1196.7,214.67,0,56.52,3900,97.2,90,13.33,16.67,70,2,34.81,7.06,0.2,0.18,0.62,NA,"21/01/2017",NA,NA,NA,NA,NA,NA,NA,"Maldives","Maldives",NA,NA,1802,15562.51,NA,0.61062,NA,NA,NA,"Asia",26,1.719334696,0.574882818,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02780426,NA,NA,NA,1.995116178,0,0,0,1,0,0,0,19,0,0,0.000682436045993404,NA,0,NA
"173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Martinique","",2020-03-20,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Martinique","Yes",NA,NA,NA,NA,NA,9,58,NA,NA,NA,NA,NA,NA,NA,26.5409836065574,26.375,26.7241379310345,0.349137931034484,75.5409836065574,76.53125,74.448275862069,-2.08297413793103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MTQ",0.8764146,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",436131,1100,396.5,31.82,-0.05,7.09,14400,97.7,394.4,10.38,9.43,80.19,2,13.74,6.48,0.06,0.11,0.83,NA,"01/07/2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mauritania","",NA,"None","","No",2020-03-15,2020-04-03,7,1,0,0,NA,14,-5,NA,NA,NA,NA,NA,29.7049180327869,27.4375,32.2068965517241,4.76939655172414,15.7704918032787,17.71875,13.6206896551724,-4.09806034482759,"MRT","GDP per capita, PPP (constant 2011 international $)",3683.24957,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.548000336,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",53.4,"Population ages 15-64 (% of total population)",56.77570502,"Population ages 65 and above (% of total population)",3.141112158,8.21155067684273,"Mauritania","Hospital beds (per 1,000 people)",NA,2017,81.94,114,"MRT",-0.6859449,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",3177388,1030700,3.1,0.07,0,70.89,1800,41.7,12.9,0.48,0.01,99.51,1,40.99,12.16,0.25,0.29,0.46,-2,NA,NA,NA,NA,NA,NA,NA,NA,"Mauritania","Mauritania",NA,NA,5,1392.46,2.653240592,NA,NA,NA,NA,"Africa",21,-2.17962976,0.709110043,NA,NA,NA,NA,NA,-0.980113603,-0.184403767,-1.775823439,0.960622675,-0.718805271,NA,NA,NA,-1.780114023,0,0,1,0,0,0,NA,NA,NA,3.14723917884753e-07,2.20306742519327e-06,-14.9715700335882,0,NA
"175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mayotte","",NA,"None","","No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",201234,374,538.1,49.52,6.78,62.4,2600,NA,49.7,NA,NA,NA,2,40.95,7.7,NA,NA,NA,NA,"01/07/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monaco","",2020-03-17,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Monaco","Yes",2020-02-29,2020-04-05,95,4,0,12,55,29,-7,NA,NA,NA,NA,NA,14.0655737704918,14.15625,13.9655172413793,-0.19073275862069,62.2950819672131,61.625,63.0344827586207,1.40948275862069,"MCO","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,NA,"Monaco","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"MCO",NA,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",32543,2,16271.5,205,7.75,5.43,27000,99,1035.6,0,0,100,NA,9.19,12.91,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Moco","Monaco",NA,NA,19427,NA,NA,NA,NA,NA,NA,"Africa",24,2.420234442,1.550854797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.568124449,0,0,1,0,0,0,NA,NA,NA,0.000122914298005716,0.00291921457763574,-9.00402320962601,0,NA
"177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montenegro","",2020-03-24,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Montenegro","Yes",2020-03-18,2020-03-27,321,7,0,5,62,11,2,NA,NA,NA,NA,NA,12.5573770491803,11.46875,13.7586206896552,2.28987068965517,67.5737704918033,66.65625,68.5862068965517,1.92995689655173,"MNE","GDP per capita, PPP (constant 2011 international $)",17314.86237,"Unemployment, total (% of total labor force) (modeled ILO estimate)",14.88300037,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1.4,"Population ages 15-64 (% of total population)",66.81554422,"Population ages 65 and above (% of total population)",14.97493664,9.75932050820545,"Montenegro","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"MNE",0.0987423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,"Montenegro","Montenegro",NA,40.7,45,8703.93,3.627117317,1.3794,31.9,NA,1,"Europe",18,1.178583037,1.469221238,NA,NA,NA,NA,NA,-0.006236878,0.789472958,-0.801946714,3.89e-05,-0.362262199,-0.707389284,0.458904663,NA,-0.432332307,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montserrat","",NA,"None","","No",2020-03-21,2020-04-26,11,1,NA,0,NA,8,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",9439,102,92.5,39.22,0,7.35,3400,97,NA,20,0,80,2,17.59,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montserrat","Montserrat",NA,NA,49,NA,NA,NA,NA,NA,NA,"North America",14,4.65052514,0.87123187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.37715964,0,0,0,0,0,1,NA,NA,NA,0.000105943426210404,0.00116537768831444,-9.15260532132494,NA,NA
"179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morocco","",2020-03-16,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Morocco","Yes",2020-03-03,2020-03-12,4252,165,2,13,54,26,17,8.492048644,4.285576923,2.677186655,8.279642058,6,23.8196721311475,23.125,24.5862068965517,1.46120689655172,49.1147540983607,47.1875,51.2413793103448,4.05387931034483,"MAR","GDP per capita, PPP (constant 2011 international $)",7641.37367,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.019000053,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",14,"Population ages 15-64 (% of total population)",65.78071505,"Population ages 65 and above (% of total population)",7.012904821,8.94133266573675,"Morocco","Hospital beds (per 1,000 people)",0.9,NA,NA,NA,"MAR",-0.1384849,"MAR",-0.31072527,-0.068959214,0.55314094,-0.48759109,0.55903822,-0.090314753,"NORTHERN AFRICA                    ",33241259,446550,74.4,0.41,-0.98,41.62,4000,51.7,40.4,19.61,2.17,78.22,NA,21.98,5.58,0.217,0.357,0.426,-4,"01/07/2004",NA,NA,NA,NA,NA,NA,NA,"Morocco","Morocco",NA,29.3,83,3345.03,3.743168046,0.831,40.7,6,1,"Africa",26,-4.54489923,2.239834073,NA,NA,NA,NA,NA,0.109813851,0.905523687,-0.685895985,0.012059082,-0.623588399,0.432561562,-0.356043297,-0.977845111,-0.033879659,1,0,1,0,0,0,0.068560235,1021,70,4.96371091119022e-06,0.00012791332602655,-12.2133569293866,6.01661928629117e-08,-16.6261552227272
"180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Caledonia","",NA,"None","","No",2020-03-21,NA,18,0,NA,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCL","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.80000019,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",68.08491641,"Population ages 65 and above (% of total population)",9.174157925,NA,"New Caledonia","Hospital beds (per 1,000 people)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OCEANIA                            ",219246,19060,11.5,11.83,0,7.72,15000,91,252.2,0.38,0.33,99.29,2,18.11,5.69,0.15,0.088,0.762,NA,"01/07/2004",NA,NA,NA,NA,NA,NA,NA,"New Caledonia","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",15,2.096818506,0.811307674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,8.20995593990312e-05,NA,NA,NA
"181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palestinian Territories","",2020-03-05,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_State_of_Palestine","Yes",2020-03-06,2020-03-27,495,2,0,24,43,23,2,7.779608651,4.45661157,2.644467213,6.191930207,6,NA,NA,NA,NA,NA,NA,NA,NA,"PSE","GDP per capita, PPP (constant 2011 international $)",4576.432497,"Unemployment, total (% of total labor force) (modeled ILO estimate)",26.16900063,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",57.91933298,"Population ages 65 and above (% of total population)",3.133305737,8.42867504279799,"West Bank and Gaza","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"PSE",-0.4837196,NA,NA,NA,NA,NA,NA,NA,"NEAR EAST                          ",1428757,360,3968.8,11.11,1.6,22.93,600,NA,244.3,28.95,21.05,50,3,39.45,3.8,0.03,0.283,0.687,NA,"01/07/2007",NA,NA,NA,NA,NA,NA,NA,"Palestine","Palestine",NA,NA,820,NA,NA,0.67092,NA,NA,1,"Asia",28,0.573915217,0.839735292,-0.302031022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.474576204,1,0,0,1,0,0,0.004219409,237,1,1.39981816362055e-06,0.000346454995496085,-13.4791682129068,0,NA
"182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palestinian Territories","",2020-03-05,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_the_State_of_Palestine","Yes",2020-03-06,2020-03-27,495,2,0,24,43,23,2,7.779608651,4.45661157,2.644467213,6.191930207,6,NA,NA,NA,NA,NA,NA,NA,NA,"PSE","GDP per capita, PPP (constant 2011 international $)",4576.432497,"Unemployment, total (% of total labor force) (modeled ILO estimate)",26.16900063,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",57.91933298,"Population ages 65 and above (% of total population)",3.133305737,8.42867504279799,"West Bank and Gaza","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"PSE",-0.4837196,NA,NA,NA,NA,NA,NA,NA,"NEAR EAST                          ",2460492,5860,419.9,0,2.98,19.62,800,NA,145.2,16.9,18.97,64.13,3,31.67,3.92,0.09,0.28,0.63,NA,"01/07/2007",NA,NA,NA,NA,NA,NA,NA,"Palestine","Palestine",NA,NA,820,NA,NA,0.67092,NA,NA,1,"Asia",28,0.573915217,0.839735292,-0.302031022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.474576204,1,0,0,1,0,0,0.004219409,237,1,8.12845560969107e-07,0.000201179276339854,-14.0227247073513,0,NA
"183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palestinian Territories","",2020-03-05,"Full","","Yes",2020-03-06,2020-03-27,495,2,0,24,43,23,2,7.779608651,4.45661157,2.644467213,6.191930207,6,NA,NA,NA,NA,NA,NA,NA,NA,"PSE","GDP per capita, PPP (constant 2011 international $)",4576.432497,"Unemployment, total (% of total labor force) (modeled ILO estimate)",26.16900063,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",57.91933298,"Population ages 65 and above (% of total population)",3.133305737,8.42867504279799,"West Bank and Gaza","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"PSE",-0.4837196,NA,NA,NA,NA,NA,NA,NA,"NEAR EAST                          ",1428757,360,3968.8,11.11,1.6,22.93,600,NA,244.3,28.95,21.05,50,3,39.45,3.8,0.03,0.283,0.687,NA,"01/07/2007",NA,NA,NA,NA,NA,NA,NA,"Palestine","Palestine",NA,NA,820,NA,NA,0.67092,NA,NA,1,"Asia",28,0.573915217,0.839735292,-0.302031022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.474576204,1,0,0,1,0,0,0.004219409,237,1,1.39981816362055e-06,0.000346454995496085,-13.4791682129068,0,NA
"184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Palestinian Territories","",2020-03-05,"Full","","Yes",2020-03-06,2020-03-27,495,2,0,24,43,23,2,7.779608651,4.45661157,2.644467213,6.191930207,6,NA,NA,NA,NA,NA,NA,NA,NA,"PSE","GDP per capita, PPP (constant 2011 international $)",4576.432497,"Unemployment, total (% of total labor force) (modeled ILO estimate)",26.16900063,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",57.91933298,"Population ages 65 and above (% of total population)",3.133305737,8.42867504279799,"West Bank and Gaza","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"PSE",-0.4837196,NA,NA,NA,NA,NA,NA,NA,"NEAR EAST                          ",2460492,5860,419.9,0,2.98,19.62,800,NA,145.2,16.9,18.97,64.13,3,31.67,3.92,0.09,0.28,0.63,NA,"01/07/2007",NA,NA,NA,NA,NA,NA,NA,"Palestine","Palestine",NA,NA,820,NA,NA,0.67092,NA,NA,1,"Asia",28,0.573915217,0.839735292,-0.302031022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.474576204,1,0,0,1,0,0,0.004219409,237,1,8.12845560969107e-07,0.000201179276339854,-14.0227247073513,0,NA
"185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Russia","",2020-03-27,"Full","https://www.independent.co.uk/news/world/europe/coronavirus-russia-lockdown-putin-cases-latest-a9429601.html","Yes",2020-02-01,2020-03-27,93558,867,0,2,65,57,2,7.406128615,4.586300135,2.628322259,8.172159584,6,-7.65573770491803,-10.6875,-4.31034482758621,6.37715517241379,94.655737704918,94.96875,94.3103448275862,-0.658405172413794,"RUS","GDP per capita, PPP (constant 2011 international $)",25629.28182,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.585000038,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.8,"Population ages 15-64 (% of total population)",67.4112111,"Population ages 65 and above (% of total population)",14.67470832,10.1514907978965,"Russian Federation","Hospital beds (per 1,000 people)",8.2,2017,63.6,138,"RUS",-0.8153201,"RUS",-0.075277947,-0.32336241,-0.093405068,-0.15547128,-0.069240831,-0.15077487,"C.W. OF IND. STATES ",142893540,17075200,8.4,0.22,1.02,15.39,8900,99.6,280.6,7.33,0.11,92.56,NA,9.95,14.65,0.054,0.371,0.575,4,"01/07/2010",NA,NA,NA,NA,NA,NA,NA,"Russia","Russia",-0.591920245,39.6,9,11162.65,3.164031726,0.76231,37.7,40,1,"Europe",59,-11.50484191,2.072133234,2.921294705,-0.851417833,0.3164381,-2.019273767,0.724912327,-0.469322469,0.326387367,-1.265032305,0.22026358,-0.242362974,0.043941955,0.380269333,0.155077051,-1.44210649,1,1,0,0,0,0,0.008350343,5389,45,6.06745413403573e-06,0.000654739185550305,-12.0125714586596,0,NA
"186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"San Marino","",2020-03-09,"Full","https://en.wikipedia.org/wiki/2020_Italy_coronavirus_lockdown","Yes",2020-02-28,2020-03-02,553,41,14,20,47,30,27,NA,NA,NA,NA,NA,12.7540983606557,12.5,13.0344827586207,0.53448275862069,68.4754098360656,69.21875,67.6551724137931,-1.56357758620689,"SMR","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,NA,"San Marino","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"SMR",NA,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",29251,61,479.5,0,10.98,5.73,34600,96,704.3,16.67,0,83.33,NA,10.02,8.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"San Marino","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",36,2.747367902,1.792053218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.00140166148165875,0.0189053365696899,-6.57009697340549,0.000478616115688353,-7.64461171049453
"187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Seychelles","",NA,"None","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Seychelles","No",2020-03-15,NA,11,0,0,0,NA,14,NA,NA,NA,NA,NA,NA,28.9180327868852,28.78125,29.0689655172414,0.287715517241381,74.5573770491803,76.15625,72.7931034482759,-3.36314655172414,"SYC","GDP per capita, PPP (constant 2011 international $)",27114.01549,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",11.9,"Population ages 15-64 (% of total population)",68.77008322,"Population ages 65 and above (% of total population)",7.594545604,10.2078060499308,"Seychelles","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"SYC",0.2000629,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",81541,455,179.2,107.91,-5.69,15.53,7800,58,262.4,2.22,13.33,84.45,2,16.03,6.29,0.032,0.304,0.665,NA,"01/07/2010",NA,NA,NA,NA,NA,NA,NA,"Seychelles","Seychelles",NA,35.4,218,17052.23,3.839127831,0.51451,46.8,NA,NA,"Africa",21,3.122584858,0.493276503,NA,NA,NA,NA,NA,0.205773636,1.001483472,-0.5899362,0.042342789,0.04484178,1.222754762,0.080025348,NA,0.600186783,0,0,1,0,0,0,NA,NA,NA,0,0.000134901460614905,NA,0,NA
"188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sierra Leone","",NA,"None","","No",2020-04-01,2020-04-24,104,5,NA,0,NA,-3,-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLE","GDP per capita, PPP (constant 2011 international $)",1421.469418,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.427999973,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",57.9,"Population ages 15-64 (% of total population)",55.97380444,"Population ages 65 and above (% of total population)",2.966556211,7.25944641696585,"Sierra Leone","Hospital beds (per 1,000 people)",NA,2017,58.66,145,"SLE",-0.7695495,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",6005250,71740,83.7,0.56,0,143.64,500,31.4,4,6.98,0.89,92.13,2,45.76,23.03,0.49,0.31,0.21,7,"18/08/2013",77,20,46,54,16,NA,80,"Sierra Leone","Sierra Leone",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,-2.185042072,0.572746929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8.3260480412972e-07,1.73181799258982e-05,-13.9987067321689,NA,NA
