"","Country","country_region_code","country_region","sub_region_1","sub_region_2","date.x","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","Movement","Date","Province","DateLockDown","Type","Reference","Lock","Date_1confirmed","Date_1death","TotalCases","TotalDeaths","Google","DaysDuration","DaysLockDownStart","Days_LockDown_1case","Days_LockDown_1death","Democracy","Democraticness","Civil","Opression","Wave","Temperature","TemperatureBfr","TemperatureAftr","TemperatureDif","Humidity","HumidityBfr","HumidityAftr","HumidityDif","Country.Code.x","Indicator_GDP","GDP_pc","Indicator_unemployment","Unemployment","Indicator.Name.Communicable","Death_disease","Indicator.Name.Population1564","Age_1564","Indicator.Name.65up","Age_65up","log_GDP_pc","ï..Country.Name","Indicator.Name","Hospital_b1000","ElectionYear","ElectionWin","Country.Code.y","Country.Code","ROL","isocode","patience","risktaking","posrecip","negrecip","altruism","trust","Region","Population","Area_sq_mi","Pop_Density_sq_mi","Coastline","Net_migration","Infant_mortality_per_1000_births","GDP_pc_2","Literacy","Phones_per_1000","Arable","Crops","Other","Climate","Birthrate","Deathrate","Agriculture","Industry","Service","polity2","date.y","PDI","IDV","MAS","UAI","LTO","X","COL","Death_pc","Confirmed_pc","Log_Death_pc","Google_pc"
"119","Mauritius","MU","Mauritius","","","2020-04-26",-92,-93,-88,-91,-66,24,-86,2020-04-26,"",2020-03-17,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mauritius","Yes",2020-03-20,2020-03-22,334,10,NA,12,55,9,7,NA,NA,NA,NA,NA,28.1803278688525,28.21875,28.1379310344828,-0.080818965517242,79.2459016393443,77.03125,81.6896551724138,4.65840517241379,"MUS","GDP per capita, PPP (constant 2011 international $)",21074.81304,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.673999786,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",6.5,"Population ages 15-64 (% of total population)",70.73213461,"Population ages 65 and above (% of total population)",11.47417307,9.95583391165633,"Mauritius","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"MUS",0.7796614,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",1240827,2040,608.3,8.68,-0.9,15.03,11400,85.6,289.3,49.26,2.96,47.78,2,15.43,6.86,0.059,0.298,0.643,10,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,8.05914120179525e-06,0.000269175316139962,-11.7287035577684,NA
"120","Mayotte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",201234,374,538.1,49.52,6.78,62.4,2600,NA,49.7,NA,NA,NA,2,40.95,7.7,NA,NA,NA,NA,"01/07/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Mexico","MX","Mexico","","","2020-04-26",-65,-31,-60,-59,-28,14,-48.6,2020-04-26,"",2020-03-14,"Partial","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico","Yes",2020-02-29,2020-03-21,16752,1569,0,15,52,29,8,8.537958773,6.188545362,2.511278195,6.647330595,6,21.1639344262295,19.21875,23.3103448275862,4.09159482758621,44.4754098360656,46.375,42.3793103448276,-3.99568965517241,"MEX","GDP per capita, PPP (constant 2011 international $)",18133.70147,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.424999952,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9.8,"Population ages 15-64 (% of total population)",66.21946683,"Population ages 65 and above (% of total population)",7.223684981,9.80552744562426,"Mexico","Hospital beds (per 1,000 people)",1.5,2017,39.1,107,"MEX",-0.6737109,"MEX",-0.10842811,-0.13891679,-1.0379812,-0.11464946,-0.81308872,-0.35707209,"LATIN AMER. & CARIB    ",107449525,1972550,54.5,0.47,-4.87,20.91,9000,92.2,181.6,12.99,1.31,85.7,1.5,20.69,4.74,0.038,0.259,0.702,8,"01/07/2015",81,30,69,82,NA,NA,70,1.46022050818745e-05,0.000155905761333054,-11.1343380076492,0
"122","Moldova","MD","Moldova","","","2020-04-26",-66,-43,-44,-71,-33,10,-51.4,2020-04-26,"",2020-03-11,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Moldova","Yes",2020-03-08,2020-03-19,3638,107,1,18,49,21,10,7.879207921,5.09118541,3.002941176,8.009009009,5,9.26229508196721,6.5625,12.2413793103448,5.67887931034483,69.0327868852459,70.90625,66.9655172413793,-3.94073275862068,"MDA","GDP per capita, PPP (constant 2011 international $)",6452.299738,"Unemployment, total (% of total labor force) (modeled ILO estimate)",5.47300005,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.2,"Population ages 15-64 (% of total population)",72.6703528,"Population ages 65 and above (% of total population)",11.46955634,8.77219189476863,"Moldova","Hospital beds (per 1,000 people)",5.8,NA,NA,NA,"MDA",-0.413572,"MDA",0.1950139,-0.034774207,0.20627499,0.49489963,0.18736821,0.0011756669,"C.W. OF IND. STATES ",4466706,33843,132,0,-0.26,40.42,1800,99.1,208.1,55.3,10.79,33.91,NA,15.7,12.64,0.213,0.233,0.555,9,"01/07/2014",NA,NA,NA,NA,NA,NA,NA,2.39550129334682e-05,0.000814470439737919,-10.6393329477225,2.23878625546432e-07
"123","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020-03-17,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Monaco","Yes",2020-02-29,2020-04-05,95,4,0,12,55,29,-7,NA,NA,NA,NA,NA,14.0655737704918,14.15625,13.9655172413793,-0.19073275862069,62.2950819672131,61.625,63.0344827586207,1.40948275862069,"MCO","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",NA,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",NA,"Population ages 65 and above (% of total population)",NA,NA,"Monaco","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"MCO",NA,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",32543,2,16271.5,205,7.75,5.43,27000,99,1035.6,0,0,100,NA,9.19,12.91,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000122914298005716,0.00291921457763574,-9.00402320962601,0
"124","Mongolia","MN","Mongolia","","","2020-04-26",-3,20,40,0,7,-4,12.8,2020-04-26,"",2020-03-10,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mongolia","Yes",2020-03-10,NA,38,0,0,19,48,19,NA,NA,NA,NA,NA,NA,-5.49180327868852,-7.8125,-2.93103448275862,4.88146551724138,64.4754098360656,63.125,65.9655172413793,2.84051724137932,"MNG","GDP per capita, PPP (constant 2011 international $)",12244.98173,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.011000156,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",9.7,"Population ages 15-64 (% of total population)",65.50689291,"Population ages 65 and above (% of total population)",4.083538787,9.41287147734759,"Mongolia","Hospital beds (per 1,000 people)",NA,2017,50.23,112,"MNG",-0.2664937,NA,NA,NA,NA,NA,NA,NA,"ASIA (EX. NEAR EAST)         ",2832224,1564116,1.8,0,0,53.79,1800,97.8,55.1,0.77,0,99.23,1,21.59,6.95,0.206,0.214,0.58,10,"01/07/2000",NA,NA,NA,NA,NA,NA,NA,0,1.34170178629939e-05,NA,0
"125","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020-03-24,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Montenegro","Yes",2020-03-18,2020-03-27,321,7,0,5,62,11,2,NA,NA,NA,NA,NA,12.5573770491803,11.46875,13.7586206896552,2.28987068965517,67.5737704918033,66.65625,68.5862068965517,1.92995689655173,"MNE","GDP per capita, PPP (constant 2011 international $)",17314.86237,"Unemployment, total (% of total labor force) (modeled ILO estimate)",14.88300037,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",1.4,"Population ages 15-64 (% of total population)",66.81554422,"Population ages 65 and above (% of total population)",14.97493664,9.75932050820545,"Montenegro","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"MNE",0.0987423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"01/07/2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Montserrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-21,2020-04-26,11,1,NA,0,NA,8,-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LATIN AMER. & CARIB    ",9439,102,92.5,39.22,0,7.35,3400,97,NA,20,0,80,2,17.59,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000105943426210404,0.00116537768831444,-9.15260532132494,NA
"127","Morocco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2020-03-16,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Morocco","Yes",2020-03-03,2020-03-12,4252,165,2,13,54,26,17,8.492048644,4.285576923,2.677186655,8.279642058,6,23.8196721311475,23.125,24.5862068965517,1.46120689655172,49.1147540983607,47.1875,51.2413793103448,4.05387931034483,"MAR","GDP per capita, PPP (constant 2011 international $)",7641.37367,"Unemployment, total (% of total labor force) (modeled ILO estimate)",9.019000053,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",14,"Population ages 15-64 (% of total population)",65.78071505,"Population ages 65 and above (% of total population)",7.012904821,8.94133266573675,"Morocco","Hospital beds (per 1,000 people)",0.9,NA,NA,NA,"MAR",-0.1384849,"MAR",-0.31072527,-0.068959214,0.55314094,-0.48759109,0.55903822,-0.090314753,"NORTHERN AFRICA                    ",33241259,446550,74.4,0.41,-0.98,41.62,4000,51.7,40.4,19.61,2.17,78.22,NA,21.98,5.58,0.217,0.357,0.426,-4,"01/07/2004",NA,NA,NA,NA,NA,NA,NA,4.96371091119022e-06,0.00012791332602655,-12.2133569293866,6.01661928629117e-08
"128","Mozambique","MZ","Mozambique","","","2020-04-26",-30,-9,-31,-33,5,12,-19.6,2020-04-26,"",NA,"None","","No",2020-03-23,NA,76,0,NA,0,NA,6,NA,NA,NA,NA,NA,NA,30.2295081967213,30.75,29.6551724137931,-1.0948275862069,87.2950819672131,87.96875,86.551724137931,-1.41702586206897,"MOZ","GDP per capita, PPP (constant 2011 international $)",1295.224901,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.240999937,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",65.3,"Population ages 15-64 (% of total population)",52.43843539,"Population ages 65 and above (% of total population)",2.890764457,7.16643962778084,"Mozambique","Hospital beds (per 1,000 people)",NA,2017,57.03,113,"MOZ",-1.043689,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",19686505,801590,24.6,0.31,0,130.79,1200,47.8,3.5,5.1,0.3,94.6,2,35.18,21.35,0.262,0.348,0.39,5,"29/08/2011",NA,NA,NA,NA,NA,NA,NA,0,3.86051256939716e-06,NA,NA
"129","Myanmar (Burma)","MM","Myanmar (Burma)","","","2020-04-26",-65,-51,-28,-61,-25,19,-46,2020-04-26,"",NA,"None","","No",2020-03-24,2020-04-01,150,5,NA,0,NA,5,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MMR","GDP per capita, PPP (constant 2011 international $)",5922.023358,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.577000022,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",23.6,"Population ages 15-64 (% of total population)",67.84430978,"Population ages 65 and above (% of total population)",5.784641933,8.68643345292934,"Myanmar","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"MMR",-1.032579,NA,NA,NA,NA,NA,NA,NA,"ASIA (EX. NEAR EAST)         ",47382633,678500,69.8,0.28,-1.8,67.24,1800,85.3,10.1,15.19,0.97,83.84,2,17.91,9.83,0.564,0.082,0.353,8,"22/03/2016",NA,NA,NA,NA,NA,NA,NA,1.05523895221272e-07,3.16571685663817e-06,-16.064328414688,NA
"130","Namibia",NA,"Namibia","","","2020-04-26",-49,-31,-36,-72,-22,13,-42,2020-04-26,"",2020-03-14,"Full","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Namibia","Yes",2020-03-15,NA,16,0,0,15,52,14,NA,NA,NA,NA,NA,NA,28.9180327868852,30.65625,27,-3.65625,46.6393442622951,40.9375,52.9310344827586,11.9935344827586,"NAM","GDP per capita, PPP (constant 2011 international $)",9850.912848,"Unemployment, total (% of total labor force) (modeled ILO estimate)",20.27300072,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",49.3,"Population ages 15-64 (% of total population)",59.45371913,"Population ages 65 and above (% of total population)",3.636031681,9.19531940479594,"Namibia","Hospital beds (per 1,000 people)",NA,2017,86.73,118,"NAM",0.2449811,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",2044147,825418,2.5,0.19,0,48.98,7200,84,62.6,0.99,0,99.01,1,24.32,18.86,0.097,0.315,0.588,6,"25/07/2013",NA,NA,NA,NA,NA,NA,NA,0,7.82722573278732e-06,NA,0
"131","Nepal","NP","Nepal","","","2020-04-26",-75,-62,-51,-69,-63,24,-64,2020-04-26,"",2020-03-24,"Full","https://edition.cnn.com/travel/article/nepal-trekkers-stranded-coronavirus-scli-intl/index.html","Yes",2020-01-25,NA,54,0,0,5,62,64,NA,NA,NA,NA,NA,NA,21.1147540983607,19.15625,23.2758620689655,4.11961206896552,53.8852459016393,56.5,51,-5.5,"NPL","GDP per capita, PPP (constant 2011 international $)",2741.436372,"Unemployment, total (% of total labor force) (modeled ILO estimate)",1.406999946,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",25,"Population ages 15-64 (% of total population)",63.8580639,"Population ages 65 and above (% of total population)",5.727670776,7.91623728538272,"Nepal","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"NPL",-0.4780528,NA,NA,NA,NA,NA,NA,NA,"ASIA (EX. NEAR EAST)         ",28287147,147181,192.2,0,0,66.98,1400,45.2,15.9,21.68,0.64,77.68,NA,30.98,9.31,0.38,0.21,0.41,7,"10/10/2016",NA,NA,NA,NA,NA,NA,NA,0,1.90899421564147e-06,NA,0
"132","Netherlands","NL","Netherlands","","","2020-04-26",-43,-6,62,-46,-19,7,-10.4,2020-04-26,"",2020-03-24,"Full","https://www.ukrant.nl/why-the-netherlands-is-not-on-lockdown-yet/?lang=en","Yes",2020-02-28,2020-03-07,38416,4566,58,5,62,30,22,8.874086565,7.289246694,2.278541226,8.049826188,6,21.9467213114754,21.8515625,22.051724137931,0.200161637931036,78.766393442623,79.7109375,77.7241379310345,-1.98679956896552,"NLD","GDP per capita, PPP (constant 2011 international $)",49787.07275,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.196000099,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",5.2,"Population ages 15-64 (% of total population)",64.69564866,"Population ages 65 and above (% of total population)",19.19619263,10.8155106459818,"Netherlands","Hospital beds (per 1,000 people)",NA,NA,NA,NA,"NLD",1.816361,"NLD",0.95170778,0.18932624,-0.14840142,0.41444093,-0.19006243,0.29805693,"WESTERN EUROPE                     ",16491461,41526,397.1,1.09,2.91,5.04,28600,99,460.8,26.71,0.97,72.32,3,10.9,8.68,0.021,0.244,0.736,10,"01/07/2011",38,80,14,53,44,NA,20,0.000276870557435754,0.00232944794885062,-8.19196046267237,3.51697160124261e-06
"133","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"None","","No",2020-03-21,NA,18,0,NA,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCL","GDP per capita, PPP (constant 2011 international $)",NA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",12.80000019,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",NA,"Population ages 15-64 (% of total population)",68.08491641,"Population ages 65 and above (% of total population)",9.174157925,NA,"New Caledonia","Hospital beds (per 1,000 people)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OCEANIA                            ",219246,19060,11.5,11.83,0,7.72,15000,91,252.2,0.38,0.33,99.29,2,18.11,5.69,0.15,0.088,0.762,NA,"01/07/2004",NA,NA,NA,NA,NA,NA,NA,0,8.20995593990312e-05,NA,NA
"134","New Zealand","NZ","New Zealand","","","2020-04-26",-88,-37,-69,-82,-49,20,-65,2020-04-26,"",2020-03-25,"Full","https://www.bbc.co.uk/news/av/world-52001578/coronavirus-new-zealand-announces-lockdown","Yes",2020-02-28,2020-03-29,1126,19,0,4,63,30,0,8.729064039,7.365883807,1.791563275,7.453947368,6,18.9016393442623,19.5625,18.1724137931034,-1.39008620689655,80.4918032786885,83.8125,76.8275862068966,-6.98491379310344,"NZL","GDP per capita, PPP (constant 2011 international $)",36351.57473,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.068999767,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",4.6,"Population ages 15-64 (% of total population)",64.69414402,"Population ages 65 and above (% of total population)",15.65242453,10.5009928033438,"New Zealand","Hospital beds (per 1,000 people)",2.8,NA,NA,NA,"NZL",1.876294,NA,NA,NA,NA,NA,NA,NA,"OCEANIA                            ",4076140,268680,15.2,5.63,4.05,5.85,21600,99,441.7,5.6,6.99,87.41,3,13.76,7.53,0.043,0.273,0.684,10,"01/07/2013",22,79,58,49,30,NA,21,4.66127267463826e-06,0.00027624173850751,-12.2762220409679,0
"135","Nicaragua","NI","Nicaragua","","","2020-04-26",-36,-22,-27,-35,-13,9,-26.6,2020-04-26,"",NA,"None","","No",2020-03-19,2020-03-28,13,3,0,0,NA,10,1,NA,NA,NA,NA,NA,31.4918032786885,31,32.0344827586207,1.03448275862069,72.5081967213115,74.4375,70.3793103448276,-4.05818965517241,"NIC","GDP per capita, PPP (constant 2011 international $)",4910.050643,"Unemployment, total (% of total labor force) (modeled ILO estimate)",6.836999893,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.9,"Population ages 15-64 (% of total population)",64.55082135,"Population ages 65 and above (% of total population)",5.247497448,8.49903953499199,"Nicaragua","Hospital beds (per 1,000 people)",0.9,2017,72.44,121,"NIC",-1.039721,"NIC",-0.61252034,-0.54722732,-0.41596606,-0.3882536,-0.17819156,0.022988806,"LATIN AMER. & CARIB    ",5570129,129494,43,0.7,-1.22,29.11,2300,67.5,39.7,15.94,1.94,82.12,2,24.51,4.45,0.165,0.275,0.56,6,"01/07/2005",NA,NA,NA,NA,NA,NA,NA,5.3858716737081e-07,2.33387772527351e-06,-14.4343164827517,0
"136","Niger","NE","Niger","","","2020-04-26",-28,-18,-27,-37,7,12,-20.6,2020-04-26,"",NA,"None","","No",2020-03-21,2020-03-25,709,31,NA,0,NA,8,4,NA,NA,NA,NA,NA,32.2295081967213,30.03125,34.6551724137931,4.6239224137931,11.655737704918,12.875,10.3103448275862,-2.56465517241379,"NER","GDP per capita, PPP (constant 2011 international $)",943.599333,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.474999994,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",62.7,"Population ages 15-64 (% of total population)",47.42066751,"Population ages 65 and above (% of total population)",2.595007883,6.84970164066595,"Niger","Hospital beds (per 1,000 people)",0.3,2017,48.43,119,"NER",-0.5802284,NA,NA,NA,NA,NA,NA,NA,"SUB-SAHARAN AFRICA                 ",12525094,1267000,9.9,0,-0.67,121.69,800,17.6,1.9,3.54,0.01,96.45,1,50.73,20.91,0.39,0.17,0.44,5,"24/04/2012",NA,NA,NA,NA,NA,NA,NA,2.47503132511421e-06,5.66063615969669e-05,-12.9092575054119,NA
"137","Nigeria","NG","Nigeria","","","2020-04-26",-56,-48,-43,-54,-13,22,-42.8,2020-04-26,"",2020-03-25,"Full","https://uk.reuters.com/article/uk-health-coronavirus-nigeria-security/nigerian-army-prepares-for-coronavirus-lockdown-mass-burials-idUKKBN21C2BL","Yes",2020-02-28,2020-03-24,1532,44,0,4,63,30,5,7.773735077,5.709494031,2.365548607,6.641273451,6,39.5081967213115,38.5,40.6206896551724,2.12068965517241,20.983606557377,15.21875,27.3448275862069,12.1260775862069,"NGA","GDP per capita, PPP (constant 2011 international $)",5315.823181,"Unemployment, total (% of total labor force) (modeled ILO estimate)",8.095999718,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",62.7,"Population ages 15-64 (% of total population)",53.38598302,"Population ages 65 and above (% of total population)",2.747377005,8.57844315761705,"Nigeria","Hospital beds (per 1,000 people)",NA,2017,53.96,120,"NGA",-0.8809231,"NGA",-0.20041943,0.3859835,-0.37476322,0.17650473,-0.14435506,-0.057804402,"SUB-SAHARAN AFRICA                 ",131859731,923768,142.7,0.09,0.26,98.8,900,68,9.3,31.29,2.96,65.75,1.5,40.43,16.94,0.269,0.487,0.244,7,"31/10/2015",77,20,46,54,16,NA,80,3.33687924784254e-07,1.16184068356699e-05,-14.9130596376866,0
"138","Norway","NO","Norway","","","2020-04-26",-43,NA,48,-37,-19,4,-12.75,2020-04-26,"",2020-03-12,"Full","https://www.thelocal.no/20200324/norway-extends-coronavirus-lockdown-until-after-easter","Yes",2020-02-27,2020-03-13,7605,195,3,17,50,31,16,9.326108374,8.125494071,1.86023622,7.862587763,5,-2.83606557377049,-2.3125,-3.41379310344828,-1.10129310344828,86.7540983606557,86.40625,87.1379310344828,0.731681034482762,"NOR","GDP per capita, PPP (constant 2011 international $)",65389.17698,"Unemployment, total (% of total labor force) (modeled ILO estimate)",3.345999956,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",7.3,"Population ages 15-64 (% of total population)",65.40173947,"Population ages 65 and above (% of total population)",17.04922216,11.0881120341479,"Norway","Hospital beds (per 1,000 people)",3.9,NA,NA,NA,"NOR",1.965631,NA,NA,NA,NA,NA,NA,NA,"WESTERN EUROPE                     ",4610820,323802,14.2,7.77,1.74,3.7,37800,100,461.7,2.87,0,97.13,3,11.46,9.4,0.021,0.415,0.564,10,"01/07/2011",31,69,8,50,20,NA,31,4.22918266165237e-05,0.00164938123804443,-10.0709167147779,6.50643486408058e-07
"139","Oman","OM","Oman","","","2020-04-26",-58,-42,-44,-69,-44,21,-51.4,2020-04-26,"",2020-03-29,"Partial","https://www.omanobserver.om/oman-to-suspend-all-domestic-and-international-flights-from-sunday612586-2/","Yes",2020-02-25,2020-04-01,2131,10,0,0,67,33,-3,NA,NA,NA,NA,NA,29.016393442623,26.875,31.3793103448276,4.50431034482759,40.3606557377049,41.53125,39.0689655172414,-2.46228448275862,"OMN","GDP per capita, PPP (constant 2011 international $)",37143.30921,"Unemployment, total (% of total labor force) (modeled ILO estimate)",2.671000004,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",10.5,"Population ages 15-64 (% of total population)",75.36070706,"Population ages 65 and above (% of total population)",2.392786956,10.5225389319067,"Oman","Hospital beds (per 1,000 people)",1.6,NA,NA,NA,"OMN",0.4648626,NA,NA,NA,NA,NA,NA,NA,"NEAR EAST                          ",3102229,212460,14.6,0.98,0.28,19.51,13100,75.8,85.5,0,0.14,99.74,1,36.24,3.81,0.027,0.39,0.583,-8,"01/07/2003",NA,NA,NA,NA,NA,NA,NA,3.22348865928337e-06,0.000686925433293287,-12.6450463503395,0
"140","Pakistan","PK","Pakistan","","","2020-04-26",-63,-48,-42,-57,-26,17,-47.2,2020-04-26,"",2020-03-26,"Full","https://sourcingjournal.com/topics/sourcing/pakistan-coronavirus-lockdown-garment-factories-closed-synergies-worldwide-levis-202444/","Yes",2020-02-27,2020-03-20,14885,327,0,3,64,31,9,7.803333333,6.519166667,2.264166667,7.434782609,6,18.3934426229508,16.4375,20.551724137931,4.11422413793104,42.3114754098361,39.5625,45.3448275862069,5.7823275862069,"PAK","GDP per capita, PPP (constant 2011 international $)",4939.780017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",4.453000069,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",34.9,"Population ages 15-64 (% of total population)",60.41741109,"Population ages 65 and above (% of total population)",4.312774311,8.50507607821877,"Pakistan","Hospital beds (per 1,000 people)",0.6,NA,NA,NA,"PAK",-0.6730217,"PAK",-0.083107993,0.019619443,-0.022444665,0.15996569,-0.27611402,-0.10337088,"ASIA (EX. NEAR EAST)         ",165803560,803940,206.2,0.13,-2.77,72.44,2100,45.7,31.8,27.87,0.87,71.26,1,29.74,8.23,0.216,0.251,0.533,7,"08/01/2013",55,14,50,70,NA,NA,86,1.97221338311433e-06,8.97749119500209e-05,-13.1363541011903,0
